account_id,in_degree,out_degree,pagerank,clustering,cycle_presence
ACC008581,5,11,4.18450784657229e-05,0.0,1
ACC009158,8,8,3.721169168342673e-05,0.0,1
ACC000573,4,11,3.285691294849675e-05,0.0,1
ACC000779,14,13,7.91466607164814e-05,0.0,1
ACC001386,8,9,5.753670212307102e-05,0.0,1
ACC002611,16,12,6.869096579514988e-05,0.0,1
ACC003469,11,3,5.5454430210170956e-05,0.0,1
ACC004795,17,9,9.039743386069293e-05,0.0,1
ACC004962,12,13,6.008300495967074e-05,0.006666666666666667,1
ACC007396,10,11,5.741660904051987e-05,0.004761904761904762,1
ACC009861,11,8,7.676499864258543e-05,0.0,1
ACC000574,11,13,5.1807482762726815e-05,0.0,1
ACC001467,14,5,7.369390687897811e-05,0.0,1
ACC001748,10,9,4.732755251970978e-05,0.0,1
ACC008093,8,7,5.604884609581743e-05,0.0,1
ACC009720,4,10,6.905115354477192e-05,0.0,1
ACC003352,12,10,6.169684349995901e-05,0.004329004329004329,1
ACC005590,8,12,4.222461427909981e-05,0.005263157894736842,1
ACC005667,15,9,7.44643354835555e-05,0.0,1
ACC006586,6,5,6.137422747842618e-05,0.0,1
ACC008082,13,15,7.301732710566398e-05,0.0,1
ACC001027,13,7,0.00013632828931637678,0.0,1
ACC002842,18,11,5.9661545533667255e-05,0.0,1
ACC004162,11,9,7.537638344635756e-05,0.0,1
ACC007986,12,11,0.00034435205411374747,0.003952569169960474,1
ACC008165,10,12,5.237131375195552e-05,0.004329004329004329,1
ACC009337,7,6,6.0353153849042246e-05,0.0,1
ACC009655,5,10,2.6249417658718176e-05,0.0,1
ACC009722,8,12,7.051162860345847e-05,0.0,1
ACC000577,8,13,4.963942343360009e-05,0.0,1
ACC004466,6,13,2.8809535373366626e-05,0.0,1
ACC004957,7,10,5.740935685743227e-05,0.0,1
ACC005256,9,7,3.717031031043758e-05,0.0,1
ACC005389,12,12,5.703348766081142e-05,0.0,1
ACC006278,13,10,5.90331331331888e-05,0.011857707509881422,1
ACC006706,10,10,6.759198232098582e-05,0.0,1
ACC007886,8,4,4.920009436613108e-05,0.0,1
ACC008790,10,8,5.141912239755911e-05,0.0,1
ACC006319,8,7,4.8374365154642236e-05,0.009523809523809525,1
ACC008913,13,13,8.477109391107392e-05,0.0,1
ACC009598,13,9,7.196304392180515e-05,0.0,1
ACC001812,13,16,7.54687669788557e-05,0.0,1
ACC002367,8,10,2.935255756801434e-05,0.006535947712418301,1
ACC007882,10,12,4.952576373011547e-05,0.0,1
ACC008930,8,8,7.954212594835105e-05,0.0,1
ACC000580,6,5,4.684439769534069e-05,0.0,1
ACC003236,10,11,5.389943743983597e-05,0.0,1
ACC007353,7,10,4.361256430964551e-05,0.0,1
ACC009855,11,6,6.844724570591735e-05,0.0,1
ACC000581,10,6,6.325888750841544e-05,0.0,1
ACC001183,18,11,0.00012681570504626208,0.0,1
ACC001234,13,7,6.076098486806773e-05,0.010526315789473684,1
ACC006059,13,12,0.00010047380903255514,0.0,1
ACC009548,11,11,0.000403157223971477,0.004329004329004329,1
ACC009721,17,8,7.548756213705273e-05,0.0033333333333333335,1
ACC001128,11,9,7.689735316181062e-05,0.005263157894736842,1
ACC007807,13,13,0.00027083449824136566,0.006153846153846154,1
ACC008895,11,5,8.232050253631639e-05,0.008333333333333333,1
ACC009441,8,9,6.087691805401014e-05,0.0,1
ACC000583,10,13,6.886746515096513e-05,0.0,1
ACC001969,11,12,6.941153138674268e-05,0.003952569169960474,1
ACC002161,14,9,8.401231385974297e-05,0.003952569169960474,1
ACC003039,14,3,8.678760057082817e-05,0.0,1
ACC003436,9,9,3.923611155306338e-05,0.0,1
ACC004792,4,10,3.1245855575188594e-05,0.0,1
ACC005102,7,14,5.085813084495811e-05,0.0,1
ACC006378,13,7,9.070236959906273e-05,0.0,1
ACC006609,14,13,0.00029055098006809123,0.005698005698005698,1
ACC006810,11,10,6.37454436744507e-05,0.0,1
ACC000584,14,8,6.851474056629942e-05,0.004329004329004329,1
ACC003298,9,7,0.00035331961369632346,0.0,1
ACC007981,20,12,0.0001321347773989977,0.0020161290322580645,1
ACC008925,15,14,8.282458138866745e-05,0.0,1
ACC008996,12,10,0.00014947789632714317,0.004329004329004329,1
ACC009284,14,14,0.0004512913677327562,0.0,1
ACC009290,6,8,2.855685454966649e-05,0.0,1
ACC009354,10,13,5.6201505627502845e-05,0.0,1
ACC003323,10,8,0.0006742902667158559,0.0,1
ACC004344,9,12,7.139589882139333e-05,0.0,1
ACC006437,7,12,0.0005509895229346933,0.0,1
ACC007535,8,8,6.634613850850374e-05,0.0,1
ACC008107,12,3,6.025472150115579e-05,0.0,1
ACC000586,6,12,3.900348765492883e-05,0.013071895424836602,1
ACC003859,8,9,3.6960322583942914e-05,0.007352941176470588,1
ACC005665,15,5,0.00011700351349036841,0.005263157894736842,1
ACC006538,12,10,6.108186271590878e-05,0.004329004329004329,1
ACC007273,8,16,0.0002870444440415708,0.0,1
ACC007517,10,9,0.00036486439475868067,0.0,1
ACC008487,11,8,5.8735785466007976e-05,0.005847953216374269,1
ACC008830,9,7,0.00030257189139835017,0.0,1
ACC000587,7,18,0.000400943642982936,0.0,1
ACC002215,10,9,5.1353602309261176e-05,0.0,1
ACC003145,8,8,5.489743579445186e-05,0.0,1
ACC003687,8,12,7.082013753428895e-05,0.0,1
ACC003786,8,7,3.4448364041718936e-05,0.0,1
ACC004254,10,16,5.7119108480656796e-05,0.003076923076923077,1
ACC005994,11,5,9.548406775470717e-05,0.0,1
ACC007460,11,7,0.0003944572619521617,0.013071895424836602,1
ACC007712,9,10,0.00030179438899702565,0.0,1
ACC004227,7,10,3.460318459415636e-05,0.0,1
ACC006037,8,10,5.4581344526059745e-05,0.006535947712418301,1
ACC007254,8,9,3.854741751272453e-05,0.007352941176470588,1
ACC008121,15,6,9.424233155553704e-05,0.0,1
ACC008702,11,8,8.787689047035052e-05,0.0,1
ACC000589,8,14,5.4784402735800685e-05,0.0,1
ACC002109,15,14,5.851063979654175e-05,0.0024630541871921183,1
ACC004598,12,11,7.415293726069183e-05,0.0,1
ACC004961,5,7,2.285159576390753e-05,0.015151515151515152,1
ACC005158,4,9,3.927195749172183e-05,0.01282051282051282,1
ACC006377,5,9,4.407974145613282e-05,0.0,1
ACC007263,10,10,6.560587243516501e-05,0.005263157894736842,1
ACC009816,15,12,8.075788723369657e-05,0.002849002849002849,1
ACC000856,11,8,4.3756987078465655e-05,0.0,1
ACC001299,14,12,5.322450910004221e-05,0.003076923076923077,1
ACC001738,14,10,7.760645527926023e-05,0.0,1
ACC003513,12,14,7.037236878292652e-05,0.006153846153846154,1
ACC004223,11,16,0.00012253437167206998,0.0,1
ACC006259,9,12,0.0003793480186100038,0.0,1
ACC008019,9,13,3.513079373118558e-05,0.004329004329004329,1
ACC002536,8,12,0.0002481928115134539,0.0,1
ACC006776,12,12,0.00011696418267384034,0.0,1
ACC007173,12,8,9.055751083312774e-05,0.0,1
ACC008565,4,9,2.593115698677018e-05,0.0,1
ACC000592,7,13,6.234867036108497e-05,0.0,1
ACC001439,8,11,4.9928006694495354e-05,0.0,1
ACC002512,8,7,3.595101851697581e-05,0.0,1
ACC003463,14,11,5.19894630608245e-05,0.0,1
ACC007141,10,15,6.954264670634025e-05,0.0033333333333333335,1
ACC007958,12,11,6.0706192608131014e-05,0.0,1
ACC008768,13,17,5.747612687113563e-05,0.0,1
ACC009010,12,21,7.381785106822833e-05,0.0,1
ACC000593,11,11,4.79653983028415e-05,0.0,1
ACC001330,12,8,8.582483008269129e-05,0.005263157894736842,1
ACC002791,8,10,5.2677977272065814e-05,0.0,1
ACC007290,7,8,3.720939180947236e-05,0.009523809523809525,1
ACC008274,10,13,0.00042392268694671574,0.003952569169960474,1
ACC001365,6,17,7.019172142092092e-05,0.0,1
ACC004611,6,12,3.0362736872481922e-05,0.0,1
ACC005962,7,9,4.13460978918803e-05,0.0,1
ACC007163,9,13,3.0042393402069386e-05,0.008658008658008658,1
ACC007892,8,8,4.8199980117515973e-05,0.0,1
ACC009998,7,16,4.3519644530385356e-05,0.003952569169960474,1
ACC000595,6,9,3.9781824824468205e-05,0.0,1
ACC001724,14,11,9.793004216646125e-05,0.0,1
ACC001985,15,13,0.0003784724811154934,0.0,1
ACC002778,6,13,3.186732342983462e-05,0.011695906432748537,1
ACC002803,12,12,7.133751373599724e-05,0.0,1
ACC007032,11,14,6.303194944984368e-05,0.0,1
ACC000596,10,9,5.085054918633926e-05,0.011695906432748537,1
ACC001982,11,14,5.4811525457846174e-05,0.0033333333333333335,1
ACC003635,10,11,0.00017182859192557527,0.009523809523809525,1
ACC004357,17,10,8.22246298582839e-05,0.002849002849002849,1
ACC006831,7,6,4.0850789635997245e-05,0.0,1
ACC000848,11,6,6.676472772824506e-05,0.0,1
ACC000935,12,11,5.4648654490037974e-05,0.0,1
ACC003581,12,8,6.370068751974128e-05,0.0,1
ACC004658,9,5,5.8160174961747454e-05,0.0,1
ACC004864,11,8,3.775712495552765e-05,0.0,1
ACC007089,12,10,5.9240447369158126e-05,0.004329004329004329,1
ACC008153,10,10,5.815865655465068e-05,0.0,1
ACC008551,12,11,6.92732131189086e-05,0.0,1
ACC008694,14,14,9.700524728478202e-05,0.0026455026455026454,1
ACC001018,10,9,5.975325794231325e-05,0.0,1
ACC003345,9,12,7.931755400469534e-05,0.0,1
ACC003733,12,6,5.2896216553201305e-05,0.0,1
ACC008931,12,15,3.744141789432997e-05,0.002849002849002849,1
ACC000599,6,9,6.207343285579335e-05,0.0,1
ACC002928,16,6,8.208341311920378e-05,0.0,1
ACC004877,5,14,3.0222444589997592e-05,0.005847953216374269,1
ACC007243,8,8,5.460504962135111e-05,0.0,1
ACC007330,12,10,5.9548646201616535e-05,0.0,1
ACC008812,13,9,0.0003560167604570869,0.008658008658008658,1
ACC009116,10,12,6.382465815156698e-05,0.0,1
ACC009812,8,7,7.387802982644676e-05,0.0,1
ACC001689,9,10,7.730189032476852e-05,0.0,1
ACC005628,10,14,0.0001165341085954949,0.0,1
ACC005632,6,7,3.566952020119727e-05,0.0,1
ACC008187,15,3,6.681136795593782e-05,0.0,1
ACC008368,11,10,6.481498945961154e-05,0.0,1
ACC009296,10,12,8.822983491278852e-05,0.004329004329004329,1
ACC000601,8,12,6.652111537170361e-05,0.015789473684210527,1
ACC000824,12,16,5.324698809078666e-05,0.0,1
ACC001372,8,7,6.744879208384049e-05,0.009523809523809525,1
ACC004251,10,9,7.772757332506904e-05,0.0,1
ACC006186,12,8,8.045739201110699e-05,0.010526315789473684,1
ACC006719,10,9,7.287452338513855e-05,0.011695906432748537,1
ACC007887,10,12,0.0002599438661327566,0.004329004329004329,1
ACC003338,14,9,7.197935422549503e-05,0.0,1
ACC003869,7,8,7.475753445384326e-05,0.009523809523809525,1
ACC005409,9,11,8.790664787483049e-05,0.005263157894736842,1
ACC000603,6,9,3.843038519640454e-05,0.0,1
ACC003143,5,11,2.7138509772600627e-05,0.0,1
ACC005314,14,13,0.0003414032148009253,0.005698005698005698,1
ACC008988,9,11,5.249822756097381e-05,0.010526315789473684,1
ACC009641,14,4,5.6158851213699583e-05,0.0,1
ACC001599,9,9,4.438741345727598e-05,0.013071895424836602,1
ACC003072,15,10,9.243308417053942e-05,0.0,1
ACC004055,7,11,3.960440780715337e-05,0.0,1
ACC005750,9,11,5.159171275198015e-05,0.0,1
ACC006361,10,11,6.693645285763988e-05,0.0,1
ACC007715,7,15,0.00023803293367967408,0.0,1
ACC008791,8,13,0.00041276244636837776,0.004761904761904762,1
ACC000605,10,16,7.323011538881187e-05,0.0,1
ACC001281,8,8,0.0002720523149463669,0.0,1
ACC002350,11,11,3.7800901067900535e-05,0.008658008658008658,1
ACC003392,18,12,9.69968316691592e-05,0.0,1
ACC003649,10,8,0.00012865868715955135,0.013071895424836602,1
ACC006024,10,7,5.732894074301624e-05,0.0,1
ACC006320,6,13,5.5877086945732176e-05,0.005847953216374269,1
ACC007928,9,11,7.048727635509314e-05,0.0,1
ACC008714,13,10,0.00011534498193617914,0.0,1
ACC009712,15,6,0.00011225202565135006,0.0,1
ACC009922,15,6,8.092622057292588e-05,0.0,1
ACC000606,4,6,3.534048065373422e-05,0.0,1
ACC004246,16,10,8.913380635716087e-05,0.003076923076923077,1
ACC009005,14,7,0.00011571239609183985,0.0,1
ACC001240,8,14,5.214266720023395e-05,0.0,1
ACC004488,10,7,4.196522433148531e-05,0.022058823529411766,1
ACC007253,7,14,4.0280074486850865e-05,0.004761904761904762,1
ACC007429,10,14,0.00026212846937989436,0.007246376811594203,1
ACC007967,9,8,4.7117827171329665e-05,0.022058823529411766,1
ACC009082,11,17,6.535308918250785e-05,0.0,1
ACC009483,7,7,4.4960850170936394e-05,0.0,1
ACC000608,11,4,6.5533088892457e-05,0.0,1
ACC003593,13,15,9.671519666795708e-05,0.005291005291005291,1
ACC005601,9,11,8.380282466177118e-05,0.0,1
ACC006273,16,7,0.00011312649134671313,0.0,1
ACC000609,10,14,5.5480668994562124e-05,0.0,1
ACC003777,6,11,5.6982757902539106e-05,0.0,1
ACC005803,11,8,9.237212468119709e-05,0.011695906432748537,1
ACC007519,13,6,7.2094692706689e-05,0.0,1
ACC008261,9,14,4.8314715762420774e-05,0.015810276679841896,1
ACC009087,5,11,2.3736725428449534e-05,0.0,1
ACC009088,11,9,8.543418692867441e-05,0.0,1
ACC000610,12,12,7.388266387693291e-05,0.0,1
ACC001672,16,6,0.00011124532072701012,0.0,1
ACC002941,10,11,0.00020186250182181557,0.004761904761904762,1
ACC004335,6,12,2.7227404703587606e-05,0.0,1
ACC006012,5,9,3.371751848479306e-05,0.01098901098901099,1
ACC008755,8,6,7.698940197529186e-05,0.0,1
ACC009038,8,13,0.00022834108163945457,0.0,1
ACC009127,7,15,3.599480860474218e-05,0.0,1
ACC009832,6,12,3.797957107277463e-05,0.006535947712418301,1
ACC000611,9,11,5.137832880230321e-05,0.0,1
ACC003918,12,10,6.985141696199913e-05,0.0,1
ACC004028,11,13,8.564599367817837e-05,0.0,1
ACC004319,10,5,7.741457285344571e-05,0.0,1
ACC005142,11,18,0.0002831415298412599,0.007389162561576354,1
ACC005337,14,8,6.345317988563138e-05,0.004329004329004329,1
ACC006873,9,5,4.621642106860941e-05,0.0,1
ACC000683,12,5,6.521284929365095e-05,0.007352941176470588,1
ACC000883,9,6,5.2978107052007314e-05,0.0,1
ACC002877,9,14,4.195573463477525e-05,0.0,1
ACC002994,13,10,5.671622281473842e-05,0.0,1
ACC005056,17,7,9.789503330218354e-05,0.0036231884057971015,1
ACC005122,15,14,6.268405549651359e-05,0.0024630541871921183,1
ACC005837,9,6,8.702947030439926e-05,0.0,1
ACC007192,11,9,6.31774159902255e-05,0.005263157894736842,1
ACC007551,14,10,0.0005896366224527781,0.0,1
ACC000613,15,13,8.772391716501863e-05,0.0026455026455026454,1
ACC001333,10,9,0.00016276080139919673,0.0,1
ACC002060,12,7,7.675159584282233e-05,0.0,1
ACC002075,11,7,0.00010149985100688523,0.0,1
ACC002699,13,8,0.00031089119338010115,0.0,1
ACC002831,6,11,3.5819121747845736e-05,0.0,1
ACC003938,10,10,0.0001079137536590714,0.005263157894736842,1
ACC004822,6,10,4.2102186434031215e-05,0.0,1
ACC005462,9,10,6.94072696475036e-05,0.005847953216374269,1
ACC008016,7,9,7.310688265270502e-05,0.0,1
ACC008750,11,12,0.00022566821102529652,0.003952569169960474,1
ACC002663,11,7,6.158195544204661e-05,0.0,1
ACC005476,10,14,0.00010011963792093486,0.0,1
ACC008100,13,7,4.287236036651206e-05,0.0,1
ACC008548,7,3,2.6662255027543608e-05,0.0,1
ACC003355,14,10,8.741957736656937e-05,0.0,1
ACC003386,8,9,5.5138662407195284e-05,0.0,1
ACC003757,13,11,0.00031068259118872325,0.0036231884057971015,1
ACC004949,9,14,0.00011821834979653894,0.0,1
ACC006880,12,9,5.912340713972647e-05,0.0,1
ACC008572,12,9,8.805238088921218e-05,0.009523809523809525,1
ACC008860,11,12,6.357096534406182e-05,0.0,1
ACC000616,9,14,3.935094387117526e-05,0.0,1
ACC001594,5,11,2.9225459655693627e-05,0.016666666666666666,1
ACC002104,9,6,4.566467770487575e-05,0.0,1
ACC003603,10,8,4.91614555437762e-05,0.0,1
ACC005456,13,10,0.00010241556432518074,0.003952569169960474,1
ACC005551,10,19,7.775128342683106e-05,0.0,1
ACC009794,13,12,8.720065792710377e-05,0.0,1
ACC009989,9,8,4.953276921775655e-05,0.0,1
ACC000617,9,9,6.136091084458444e-05,0.0,1
ACC001921,11,9,8.224475344691794e-05,0.005263157894736842,1
ACC002622,7,9,5.858719002013819e-05,0.0,1
ACC006738,11,7,6.610380206651996e-05,0.006535947712418301,1
ACC007181,12,9,6.034971334219158e-05,0.0,1
ACC009691,12,4,5.864429901838027e-05,0.008333333333333333,1
ACC000618,8,13,8.970856294116383e-05,0.0,1
ACC001143,7,13,0.0003616806521512905,0.015789473684210527,1
ACC001641,12,9,0.00010177008141113719,0.0,1
ACC002127,10,16,7.703926798401137e-05,0.003076923076923077,1
ACC006747,10,7,4.7743409180560406e-05,0.0,1
ACC006992,9,7,4.6045593053920016e-05,0.008333333333333333,1
ACC007327,13,10,8.756070790021896e-05,0.0,1
ACC007841,9,18,4.822068574613797e-05,0.0,1
ACC009356,10,7,4.8301398999594436e-05,0.0,1
ACC000619,11,7,5.6001419662452726e-05,0.006535947712418301,1
ACC001312,6,13,2.987555549106148e-05,0.005847953216374269,1
ACC007835,8,11,4.8026672666984983e-05,0.0,1
ACC008010,9,13,5.833953799836653e-05,0.008658008658008658,1
ACC004494,5,7,2.915775116807422e-05,0.0,1
ACC005417,6,10,2.9427143894640725e-05,0.0,1
ACC006313,15,9,0.00037360511091938793,0.0,1
ACC006415,10,6,5.396180574192485e-05,0.0,1
ACC009523,11,8,9.253119174819496e-05,0.0,1
ACC002594,9,5,6.707554977456006e-05,0.0,1
ACC003930,12,7,4.510516768743964e-05,0.0,1
ACC007087,8,8,5.479171330699468e-05,0.0,1
ACC000622,14,6,0.0001103381922738081,0.005263157894736842,1
ACC001216,15,10,0.00015182904742886604,0.0,1
ACC002597,8,12,4.1088241502926825e-05,0.005263157894736842,1
ACC003208,11,8,9.913200050113926e-05,0.0,1
ACC003261,9,7,6.650964415287791e-05,0.008333333333333333,1
ACC000623,4,7,2.747092526326203e-05,0.01818181818181818,1
ACC004477,11,2,4.751233070297525e-05,0.0,1
ACC006595,10,6,6.239917786013386e-05,0.0,1
ACC009001,14,9,7.373306013306919e-05,0.0,1
ACC000624,8,5,3.703627114243885e-05,0.0,1
ACC000884,14,5,8.694240656199357e-05,0.0,1
ACC004290,8,11,4.056668124699014e-05,0.0,1
ACC005666,8,11,4.135312109885637e-05,0.005847953216374269,1
ACC000625,13,8,6.563396002124806e-05,0.0,1
ACC002600,7,6,5.858058444370771e-05,0.0,1
ACC002979,11,7,4.0307725835921876e-05,0.006535947712418301,1
ACC003305,13,10,6.723721248374899e-05,0.0,1
ACC008736,14,7,7.134028954502533e-05,0.004761904761904762,1
ACC009819,12,8,5.777351718298736e-05,0.0,1
ACC000626,6,11,6.286971106678297e-05,0.0,1
ACC000955,6,10,2.8010697794246963e-05,0.0,1
ACC004316,9,12,4.4473443959454004e-05,0.0,1
ACC009417,8,9,5.490063322118682e-05,0.007352941176470588,1
ACC000627,10,9,3.876459988462259e-05,0.0,1
ACC002436,11,13,5.0395204538491946e-05,0.0,1
ACC002912,12,13,8.966312566739824e-05,0.0,1
ACC003181,13,16,7.842708130344882e-05,0.0024630541871921183,1
ACC007656,9,12,4.610615026147495e-05,0.0,1
ACC008549,11,10,8.056591866313646e-05,0.0,1
ACC000628,8,10,6.818798401473145e-05,0.0,1
ACC003717,7,13,5.3612844172442115e-05,0.0,1
ACC004486,14,12,0.00011689668958983803,0.003076923076923077,1
ACC006325,9,7,6.702529349440718e-05,0.0,1
ACC007068,15,14,7.222197836968838e-05,0.007389162561576354,1
ACC007451,4,9,3.442939197162001e-05,0.0,1
ACC007834,13,13,0.0001086647951258537,0.003076923076923077,1
ACC003123,10,8,9.23280924667621e-05,0.0,1
ACC003223,8,8,4.794490215842186e-05,0.0,1
ACC003307,13,8,0.0003787000211747579,0.0,1
ACC007376,13,12,6.377600584982313e-05,0.0033333333333333335,1
ACC007571,16,12,7.733046306585703e-05,0.0,1
ACC001741,5,13,5.4292643864502304e-05,0.0,1
ACC001938,9,11,4.528406705284661e-05,0.0,1
ACC002982,11,6,8.033045595655766e-05,0.007352941176470588,1
ACC003150,11,9,6.746462199493856e-05,0.0,1
ACC003389,15,11,0.00012578611033650452,0.0,1
ACC000631,13,3,6.673182086178892e-05,0.0,1
ACC002623,16,10,9.716782508079516e-05,0.0,1
ACC002797,15,13,0.0001712260645690395,0.0026455026455026454,1
ACC000632,6,13,3.9814250689576155e-05,0.005847953216374269,1
ACC001887,12,13,9.375113431606671e-05,0.0033333333333333335,1
ACC006360,13,11,5.526104105434388e-05,0.0,1
ACC006607,9,11,2.7986667504749587e-05,0.0,1
ACC007061,7,13,6.18006724946783e-05,0.0,1
ACC007250,16,13,6.812697917142289e-05,0.0,1
ACC007630,5,13,2.8006387262417947e-05,0.0,1
ACC008254,13,7,6.47495845213753e-05,0.005263157894736842,1
ACC008611,11,7,5.9905237962302325e-05,0.0,1
ACC008914,8,8,0.00012216096114740413,0.0,1
ACC002288,10,11,0.00017487378146623708,0.009523809523809525,1
ACC003737,8,11,3.976497840757459e-05,0.0,1
ACC004490,13,3,4.9489837882769006e-05,0.008333333333333333,1
ACC006790,6,11,4.856559383514339e-05,0.0,1
ACC007443,7,6,0.0001815278724617318,0.0,1
ACC008026,11,10,0.00019074552361486802,0.0,1
ACC008443,11,13,0.0003132241139294179,0.0,1
ACC003395,11,11,4.860079268880243e-05,0.004329004329004329,1
ACC006833,12,9,6.49783361162455e-05,0.004761904761904762,1
ACC008683,12,6,9.162890203108523e-05,0.006535947712418301,1
ACC009065,8,7,4.394186830333506e-05,0.009523809523809525,1
ACC000635,10,10,8.6474794490991e-05,0.005263157894736842,1
ACC009734,10,14,5.502377614812674e-05,0.010869565217391304,1
ACC000636,9,15,7.637249425436475e-05,0.0,1
ACC001474,13,5,6.576361507569262e-05,0.0,1
ACC005478,10,13,8.017377426286754e-05,0.0,1
ACC006661,10,8,7.704251225618788e-05,0.0,1
ACC008998,13,11,6.209443235724884e-05,0.0,1
ACC000637,10,5,5.258910795136624e-05,0.0,1
ACC007778,12,8,8.224834119365708e-05,0.0,1
ACC002401,8,10,6.4584184498132e-05,0.0,1
ACC006170,9,12,5.607245811284333e-05,0.004761904761904762,1
ACC006762,9,11,0.0004496124842767365,0.015789473684210527,1
ACC009767,14,17,0.00010013844918798558,0.004597701149425287,1
ACC000891,7,8,0.0005432145602408078,0.0,1
ACC001190,9,15,6.402837119829754e-05,0.0036231884057971015,1
ACC004002,7,13,7.158994633436415e-05,0.0,1
ACC004576,13,13,7.307057966322739e-05,0.003076923076923077,1
ACC005287,7,12,4.529686248701299e-05,0.0,1
ACC007637,6,13,3.859752879242166e-05,0.0,1
ACC000640,10,11,0.0004332346317182711,0.004761904761904762,1
ACC001207,11,13,4.040156330031773e-05,0.0,1
ACC001492,15,10,0.0004483535640662973,0.0,1
ACC004147,10,7,7.31793559834079e-05,0.0,1
ACC008067,11,15,4.838082220543816e-05,0.003076923076923077,1
ACC009825,16,7,8.537576048576735e-05,0.0,1
ACC000741,11,10,0.0002676551476804215,0.0,1
ACC001547,8,7,6.379354495140666e-05,0.0,1
ACC002110,10,13,7.059352674612787e-05,0.0,1
ACC002138,8,10,4.903501171995151e-05,0.0,1
ACC003535,8,8,5.4532657192158494e-05,0.0,1
ACC004826,10,9,0.00010312882534351253,0.005847953216374269,1
ACC006089,12,14,7.006571846868828e-05,0.009230769230769232,1
ACC003673,13,10,6.105678663345798e-05,0.003952569169960474,1
ACC004597,7,15,0.00023418737031886006,0.008658008658008658,1
ACC005334,11,10,6.608691874367133e-05,0.004761904761904762,1
ACC006734,11,9,6.027091362562286e-05,0.0,1
ACC007528,8,9,4.942878451428814e-05,0.0,1
ACC000643,6,11,5.09141947684337e-05,0.0,1
ACC002065,10,14,5.633326879944282e-05,0.0036231884057971015,1
ACC007057,17,14,7.566690249307579e-05,0.0,1
ACC008888,6,6,4.976041820065463e-05,0.0,1
ACC009705,10,15,4.661405714655208e-05,0.006666666666666667,1
ACC000644,12,12,0.00043747705148330246,0.0036231884057971015,1
ACC005053,8,8,4.8457187219866855e-05,0.008333333333333333,1
ACC006294,11,11,0.00043200611850272486,0.004329004329004329,1
ACC007246,11,13,3.361621071415862e-05,0.0,1
ACC007870,15,11,5.627026089775945e-05,0.006153846153846154,1
ACC000645,4,9,1.7598794004056626e-05,0.0,1
ACC001322,10,10,3.698206141484919e-05,0.0,1
ACC004460,9,9,5.878410976378974e-05,0.0,1
ACC008306,12,10,5.291467730991103e-05,0.0,1
ACC000646,8,15,0.0002742246210704773,0.0,1
ACC002997,7,10,6.962587178270734e-05,0.0,1
ACC003660,8,7,3.6457641453557175e-05,0.0,1
ACC006951,12,9,7.711793250328164e-05,0.0,1
ACC007486,7,9,0.0002736410163709567,0.0,1
ACC009013,11,13,5.9168123228108476e-05,0.0,1
ACC009162,8,9,4.4653803574869515e-05,0.0,1
ACC001245,10,12,0.00027454904176653757,0.0,1
ACC005503,8,12,3.980234381019824e-05,0.0,1
ACC006413,8,12,6.76732533975547e-05,0.0,1
ACC006476,9,12,0.00032929369067417934,0.0,1
ACC007316,7,4,4.3160594254235115e-05,0.0,1
ACC009528,6,8,0.00029671755607150763,0.0,1
ACC009842,9,9,5.1391218920642664e-05,0.0,1
ACC000648,9,13,7.963934990250867e-05,0.004329004329004329,1
ACC001255,4,6,2.633419076505332e-05,0.0,1
ACC001457,16,11,6.405187031889726e-05,0.002849002849002849,1
ACC002530,8,4,5.436863264788875e-05,0.0,1
ACC004443,16,9,9.354598342242284e-05,0.0,1
ACC004602,5,9,3.0417271948089607e-05,0.0,1
ACC005041,8,9,3.207706929812954e-05,0.0,1
ACC007285,10,10,6.273873667405068e-05,0.010526315789473684,1
ACC008533,10,8,0.00011633647972923434,0.0,1
ACC000649,11,8,9.334600038059987e-05,0.0,1
ACC000862,8,11,7.583300951422729e-05,0.011695906432748537,1
ACC002330,8,10,4.0955847994205085e-05,0.0,1
ACC003597,6,7,6.204975833349175e-05,0.0,1
ACC004402,11,13,6.454739039305555e-05,0.014492753623188406,1
ACC004420,9,7,0.0002910572878689703,0.0,1
ACC000650,8,12,6.97406260202283e-05,0.005263157894736842,1
ACC001156,13,15,9.650884397898292e-05,0.0,1
ACC002976,9,8,6.328507956956723e-05,0.0,1
ACC003986,9,13,7.978420049749101e-05,0.004329004329004329,1
ACC005474,11,6,5.212930383052845e-05,0.007352941176470588,1
ACC006768,12,6,0.0020612078629531154,0.006535947712418301,1
ACC007796,10,7,6.135798397429607e-05,0.007352941176470588,1
ACC008745,15,9,0.00034426638596853553,0.0,1
ACC008827,10,10,5.501497299087737e-05,0.005263157894736842,1
ACC009699,11,4,4.219598098428045e-05,0.009523809523809525,1
ACC000651,11,12,6.128781965406817e-05,0.003952569169960474,1
ACC001730,14,12,7.794768314478796e-05,0.0,1
ACC004741,14,7,5.806026560917554e-05,0.0,1
ACC005436,9,8,5.074229699929664e-05,0.0,1
ACC007412,8,5,4.703158286789917e-05,0.0,1
ACC007908,12,9,6.21050784229515e-05,0.0,1
ACC008957,15,8,8.260637252945516e-05,0.0,1
ACC000652,10,12,4.470486404372908e-05,0.0,1
ACC002555,8,9,2.8026849034284182e-05,0.0,1
ACC004001,11,9,7.094945527342276e-05,0.0,1
ACC009168,14,12,0.00010236805819034183,0.0,1
